,Column1,pclass,survived,name,sex,age,sibsp,parch,ticket,fare,cabin,embarked,body
725,725,3,1,261,0,22.0,0,0,639,7.75,186,1,160.8099173553719
726,726,3,0,261,0,30.0,0,0,389,7.6292,186,1,160.8099173553719
727,727,3,0,262,1,70.5,0,0,635,7.75,186,1,171.0
728,728,3,0,263,1,43.0,0,0,727,8.05,186,2,160.8099173553719
729,729,3,0,265,1,35.0,0,0,513,7.8958,186,2,160.8099173553719
730,730,3,0,266,1,27.0,0,0,512,7.8958,186,2,160.8099173553719
731,731,3,0,267,1,19.0,0,0,514,7.8958,186,2,160.8099173553719
732,732,3,0,270,1,30.0,0,0,896,8.05,186,2,160.8099173553719
733,733,3,1,273,1,9.0,1,1,769,15.9,186,2,160.8099173553719
734,734,3,1,274,1,3.0,1,1,769,15.9,186,2,160.8099173553719
735,735,3,1,275,0,36.0,0,2,769,15.9,186,2,160.8099173553719
736,736,3,0,276,1,59.0,0,0,589,7.25,186,2,160.8099173553719
737,737,3,0,278,1,19.0,0,0,849,8.1583,186,2,160.8099173553719
738,738,3,1,279,0,17.0,0,1,647,16.1,186,2,160.8099173553719
739,739,3,0,280,1,44.0,0,1,647,16.1,186,2,160.8099173553719
740,740,3,0,284,1,17.0,0,0,354,8.6625,186,2,160.8099173553719
741,741,3,0,288,1,22.5,0,0,293,7.225,186,0,9.0
742,742,3,1,289,1,45.0,0,0,699,8.05,186,2,160.8099173553719
743,743,3,0,290,0,22.0,0,0,697,10.5167,186,2,160.8099173553719
744,744,3,0,291,1,19.0,0,0,511,10.1708,186,2,160.8099173553719
745,745,3,1,292,0,30.0,0,0,657,6.95,186,1,160.8099173553719
746,746,3,1,293,1,29.0,0,0,658,7.75,186,1,160.8099173553719
747,747,3,0,295,1,0.3333,0,2,457,14.4,186,2,160.8099173553719
748,748,3,0,296,1,34.0,1,1,457,14.4,186,2,197.0
749,749,3,0,297,0,28.0,1,1,457,14.4,186,2,160.8099173553719
750,750,3,0,300,1,27.0,0,0,502,7.8958,186,2,160.8099173553719
751,751,3,0,301,1,25.0,0,0,486,7.8958,186,2,160.8099173553719
752,752,3,0,305,1,24.0,2,0,714,24.15,186,2,160.8099173553719
753,753,3,0,307,1,22.0,0,0,854,8.05,186,2,160.8099173553719
754,754,3,0,308,1,21.0,2,0,714,24.15,186,2,160.8099173553719
755,755,3,0,309,1,17.0,2,0,715,8.05,186,2,160.8099173553719
756,756,3,0,312,1,29.8811345124283,1,0,665,16.1,186,2,160.8099173553719
757,757,3,1,313,0,29.8811345124283,1,0,665,16.1,186,2,160.8099173553719
758,758,3,1,1297,1,36.5,1,0,416,17.4,186,2,160.8099173553719
759,759,3,1,1298,0,36.0,1,0,416,17.4,186,2,160.8099173553719
760,760,3,1,1299,1,30.0,0,0,426,9.5,186,2,160.8099173553719
761,761,3,0,1300,1,16.0,0,0,429,9.5,186,2,160.8099173553719
762,762,3,1,315,1,1.0,1,2,750,20.575,186,2,160.8099173553719
763,763,3,1,316,0,0.1667,1,2,750,20.575,186,2,160.8099173553719
764,764,3,0,317,1,26.0,1,2,750,20.575,186,2,160.8099173553719
765,765,3,1,318,0,33.0,1,2,750,20.575,186,2,160.8099173553719
766,766,3,0,319,1,25.0,0,0,533,7.8958,186,2,160.8099173553719
767,767,3,0,320,1,29.8811345124283,0,0,521,7.8958,186,2,160.8099173553719
768,768,3,0,322,1,29.8811345124283,0,0,508,7.8958,186,2,160.8099173553719
769,769,3,0,323,1,22.0,0,0,721,7.25,186,2,160.8099173553719
770,770,3,0,324,1,36.0,0,0,724,7.25,186,2,160.8099173553719
771,771,3,1,325,0,19.0,0,0,384,7.8792,186,1,160.8099173553719
772,772,3,0,329,1,17.0,0,0,515,7.8958,186,2,160.8099173553719
773,773,3,0,330,1,42.0,0,0,352,8.6625,186,2,160.8099173553719
774,774,3,0,331,1,43.0,0,0,509,7.8958,186,2,160.8099173553719
775,775,3,0,335,1,29.8811345124283,0,0,281,7.2292,186,0,160.8099173553719
776,776,3,0,338,1,32.0,0,0,642,7.75,186,1,160.8099173553719
777,777,3,1,339,1,19.0,0,0,731,8.05,186,2,160.8099173553719
778,778,3,1,343,0,30.0,0,0,593,12.475,186,2,160.8099173553719
779,779,3,0,345,0,24.0,0,0,623,7.75,186,1,160.8099173553719
780,780,3,1,346,0,23.0,0,0,893,8.05,186,2,160.8099173553719
781,781,3,0,347,1,33.0,0,0,524,7.8958,186,0,51.0
782,782,3,0,351,1,65.0,0,0,399,7.75,186,1,160.8099173553719
783,783,3,1,355,1,24.0,0,0,846,7.55,186,2,160.8099173553719
784,784,3,0,358,1,23.0,1,0,449,13.9,186,2,160.8099173553719
785,785,3,1,359,0,22.0,1,0,449,13.9,186,2,160.8099173553719
786,786,3,0,361,1,18.0,0,0,544,7.775,186,2,160.8099173553719
787,787,3,0,363,1,16.0,0,0,451,7.775,186,2,160.8099173553719
788,788,3,0,364,1,45.0,0,0,438,6.975,186,2,160.8099173553719
789,789,3,0,365,1,29.8811345124283,0,0,269,7.225,186,0,160.8099173553719
790,790,3,0,366,1,39.0,0,2,270,7.2292,186,0,160.8099173553719
791,791,3,0,367,1,17.0,1,1,285,7.2292,186,0,160.8099173553719
792,792,3,0,368,1,15.0,1,1,290,7.2292,186,0,160.8099173553719
793,793,3,0,369,1,47.0,0,0,730,7.25,186,2,160.8099173553719
794,794,3,1,370,0,5.0,0,0,593,12.475,186,2,160.8099173553719
795,795,3,0,371,1,29.8811345124283,0,0,238,7.225,186,0,160.8099173553719
796,796,3,0,376,1,40.5,0,0,773,15.1,186,2,187.0
797,797,3,0,378,1,40.5,0,0,614,7.75,186,1,68.0
798,798,3,1,383,1,29.8811345124283,0,0,877,7.05,186,2,160.8099173553719
799,799,3,0,384,1,18.0,0,0,551,7.7958,186,2,160.8099173553719
800,800,3,0,386,0,29.8811345124283,0,0,601,7.75,186,1,160.8099173553719
801,801,3,0,388,1,29.8811345124283,0,0,598,7.75,186,1,160.8099173553719
802,802,3,0,389,1,29.8811345124283,0,0,616,6.95,186,1,160.8099173553719
803,803,3,0,391,1,26.0,0,0,375,7.8792,186,1,160.8099173553719
804,804,3,0,392,1,29.8811345124283,0,0,604,7.75,186,1,160.8099173553719
805,805,3,1,393,1,29.8811345124283,0,0,104,56.4958,186,2,160.8099173553719
806,806,3,0,394,0,21.0,2,2,924,34.375,186,2,160.8099173553719
807,807,3,0,395,0,9.0,2,2,924,34.375,186,2,160.8099173553719
808,808,3,0,396,1,29.8811345124283,0,0,719,8.05,186,2,160.8099173553719
809,809,3,0,397,1,18.0,2,2,924,34.375,186,2,160.8099173553719
810,810,3,0,398,1,16.0,1,3,924,34.375,186,2,160.8099173553719
811,811,3,0,399,0,48.0,1,3,924,34.375,186,2,160.8099173553719
812,812,3,0,407,1,29.8811345124283,0,0,619,7.75,186,1,160.8099173553719
813,813,3,0,410,1,29.8811345124283,0,0,882,7.25,186,2,160.8099173553719
814,814,3,0,426,1,25.0,0,0,620,7.7417,186,1,160.8099173553719
815,815,3,0,427,1,29.8811345124283,0,0,577,14.5,186,2,160.8099173553719
816,816,3,0,433,1,29.8811345124283,0,0,537,7.8958,186,0,160.8099173553719
817,817,3,0,441,1,22.0,0,0,103,8.05,186,2,47.0
818,818,3,1,444,0,16.0,0,0,575,7.7333,186,1,160.8099173553719
819,819,3,1,446,0,29.8811345124283,0,0,397,7.75,186,1,160.8099173553719
820,820,3,1,450,1,9.0,0,2,583,20.525,186,2,160.8099173553719
821,821,3,0,451,1,33.0,1,1,583,20.525,186,2,160.8099173553719
822,822,3,0,452,1,41.0,0,0,873,7.85,186,2,160.8099173553719
823,823,3,1,453,0,31.0,1,1,583,20.525,186,2,160.8099173553719
824,824,3,0,454,1,38.0,0,0,875,7.05,186,2,160.8099173553719
825,825,3,0,455,1,9.0,5,2,775,46.9,186,2,160.8099173553719
826,826,3,0,456,1,1.0,5,2,775,46.9,186,2,160.8099173553719
827,827,3,0,457,1,11.0,5,2,775,46.9,186,2,160.8099173553719
828,828,3,0,458,0,10.0,5,2,775,46.9,186,2,160.8099173553719
829,829,3,0,459,0,16.0,5,2,775,46.9,186,2,160.8099173553719
830,830,3,0,460,1,14.0,5,2,775,46.9,186,2,160.8099173553719
831,831,3,0,461,1,40.0,1,6,775,46.9,186,2,160.8099173553719
832,832,3,0,462,0,43.0,1,6,775,46.9,186,2,160.8099173553719
833,833,3,0,467,1,51.0,0,0,133,8.05,186,2,160.8099173553719
834,834,3,0,471,1,32.0,0,0,701,8.3625,186,2,160.8099173553719
835,835,3,0,472,1,29.8811345124283,0,0,653,8.05,186,2,160.8099173553719
836,836,3,0,474,1,20.0,0,0,691,9.8458,186,2,160.8099173553719
837,837,3,0,475,1,37.0,2,0,331,7.925,186,2,98.0
838,838,3,0,476,1,28.0,2,0,332,7.925,186,2,160.8099173553719
839,839,3,0,477,1,19.0,0,0,446,7.775,186,2,160.8099173553719
840,840,3,0,478,0,24.0,0,0,519,8.85,186,2,160.8099173553719
841,841,3,0,479,0,17.0,0,0,739,7.7333,186,1,160.8099173553719
842,842,3,0,480,1,29.8811345124283,1,0,680,19.9667,186,2,160.8099173553719
843,843,3,0,481,1,29.8811345124283,1,0,681,19.9667,186,2,160.8099173553719
844,844,3,0,482,1,28.0,1,0,913,15.85,186,2,160.8099173553719
845,845,3,1,483,0,24.0,1,0,913,15.85,186,2,160.8099173553719
846,846,3,0,487,1,20.0,0,0,422,9.5,186,2,160.8099173553719
847,847,3,0,488,1,23.5,0,0,288,7.2292,186,0,188.0
848,848,3,0,489,1,41.0,2,0,546,14.1083,186,2,160.8099173553719
849,849,3,0,490,1,26.0,1,0,545,7.8542,186,2,160.8099173553719
850,850,3,0,491,1,21.0,0,0,547,7.8542,186,2,69.0
851,851,3,1,492,0,45.0,1,0,546,14.1083,186,2,160.8099173553719
852,852,3,0,496,0,29.8811345124283,0,0,925,7.55,186,2,160.8099173553719
853,853,3,0,497,1,25.0,0,0,651,7.25,186,2,160.8099173553719
854,854,3,0,510,1,29.8811345124283,0,0,670,6.8583,186,1,160.8099173553719
855,855,3,0,513,1,11.0,0,0,294,18.7875,186,0,160.8099173553719
856,856,3,1,519,0,29.8811345124283,0,0,641,7.75,186,1,160.8099173553719
857,857,3,1,520,1,27.0,0,0,465,6.975,186,2,160.8099173553719
858,858,3,1,521,1,29.8811345124283,0,0,104,56.4958,186,2,160.8099173553719
859,859,3,0,522,0,18.0,0,0,603,6.75,186,1,160.8099173553719
860,860,3,1,523,0,26.0,0,0,914,7.925,186,2,160.8099173553719
861,861,3,0,524,0,23.0,0,0,916,7.925,186,2,160.8099173553719
862,862,3,1,525,0,22.0,0,0,696,8.9625,186,2,160.8099173553719
863,863,3,0,526,1,28.0,0,0,526,7.8958,186,2,306.0
864,864,3,0,527,0,28.0,0,0,462,7.775,186,2,160.8099173553719
865,865,3,0,528,0,29.8811345124283,0,0,656,7.75,186,1,160.8099173553719
866,866,3,1,542,0,2.0,0,1,338,12.2875,186,2,160.8099173553719
867,867,3,1,543,0,22.0,1,1,338,12.2875,186,2,160.8099173553719
868,868,3,0,552,1,43.0,0,0,744,6.45,186,2,160.8099173553719
869,869,3,0,553,1,28.0,0,0,743,22.525,186,2,160.8099173553719
870,870,3,1,557,0,27.0,0,0,915,7.925,186,2,160.8099173553719
871,871,3,0,559,1,29.8811345124283,0,0,643,7.75,186,1,160.8099173553719
872,872,3,1,561,0,29.8811345124283,0,0,705,8.05,186,2,160.8099173553719
873,873,3,0,567,1,42.0,0,0,479,7.65,178,2,120.0
874,874,3,1,569,1,29.8811345124283,0,0,435,7.8875,186,2,160.8099173553719
875,875,3,0,570,1,30.0,0,0,280,7.2292,186,0,160.8099173553719
876,876,3,0,573,1,29.8811345124283,0,0,503,7.8958,186,2,160.8099173553719
877,877,3,0,574,0,27.0,1,0,911,7.925,186,2,160.8099173553719
878,878,3,0,575,0,25.0,1,0,912,7.925,186,2,160.8099173553719
879,879,3,0,578,1,29.8811345124283,0,0,484,7.8958,186,2,160.8099173553719
880,880,3,1,581,1,29.0,0,0,523,7.8958,186,0,160.8099173553719
881,881,3,1,582,1,21.0,0,0,549,7.7958,186,2,160.8099173553719
882,882,3,0,583,1,29.8811345124283,0,0,874,7.05,186,2,160.8099173553719
883,883,3,0,588,1,20.0,0,0,558,7.8542,186,2,160.8099173553719
884,884,3,0,589,1,48.0,0,0,556,7.8542,186,2,160.8099173553719
885,885,3,0,590,1,17.0,1,0,557,7.0542,186,2,160.8099173553719
886,886,3,1,591,0,29.8811345124283,0,0,102,7.75,186,1,160.8099173553719
887,887,3,1,593,1,29.8811345124283,0,0,683,8.1125,186,2,160.8099173553719
888,888,3,0,594,1,34.0,0,0,327,6.4958,186,2,143.0
889,889,3,1,595,1,26.0,0,0,447,7.775,186,2,160.8099173553719
890,890,3,0,596,1,22.0,0,0,559,7.7958,186,2,156.0
891,891,3,0,597,1,33.0,0,0,693,8.6542,186,2,285.0
892,892,3,0,598,1,31.0,0,0,440,7.775,186,2,160.8099173553719
893,893,3,0,599,1,29.0,0,0,472,7.8542,186,2,160.8099173553719
894,894,3,1,600,1,4.0,1,1,477,11.1333,186,2,160.8099173553719
895,895,3,1,601,0,1.0,1,1,477,11.1333,186,2,160.8099173553719
896,896,3,0,602,1,49.0,0,0,787,0.0,186,2,160.8099173553719
897,897,3,0,603,1,33.0,0,0,439,7.775,186,2,37.0
898,898,3,0,604,1,19.0,0,0,787,0.0,186,2,160.8099173553719
899,899,3,1,605,0,27.0,0,2,477,11.1333,186,2,160.8099173553719
900,900,3,0,606,1,29.8811345124283,1,2,923,23.45,186,2,160.8099173553719
901,901,3,0,607,0,29.8811345124283,1,2,923,23.45,186,2,160.8099173553719
902,902,3,0,608,1,29.8811345124283,1,2,923,23.45,186,2,160.8099173553719
903,903,3,0,609,0,29.8811345124283,1,2,923,23.45,186,2,160.8099173553719
904,904,3,0,611,1,23.0,0,0,487,7.8958,186,2,160.8099173553719
905,905,3,1,612,1,32.0,0,0,572,7.8542,186,2,160.8099173553719
906,906,3,0,613,1,27.0,0,0,568,7.8542,186,2,160.8099173553719
907,907,3,0,615,0,20.0,1,0,674,9.825,186,2,160.8099173553719
908,908,3,0,616,0,21.0,1,0,675,9.825,186,2,160.8099173553719
909,909,3,1,617,1,32.0,0,0,904,7.925,186,2,160.8099173553719
910,910,3,0,618,1,17.0,0,0,900,7.125,186,2,160.8099173553719
911,911,3,0,619,1,21.0,0,0,702,8.4333,186,2,160.8099173553719
912,912,3,0,622,1,30.0,0,0,529,7.8958,186,2,160.8099173553719
913,913,3,1,623,1,21.0,0,0,560,7.7958,186,2,160.8099173553719
914,914,3,0,624,1,33.0,0,0,470,7.8542,186,2,160.8099173553719
915,915,3,0,625,1,22.0,0,0,562,7.5208,186,2,160.8099173553719
916,916,3,1,627,0,4.0,0,1,539,13.4167,186,0,160.8099173553719
917,917,3,1,628,1,39.0,0,1,539,13.4167,186,0,160.8099173553719
918,918,3,0,629,1,29.8811345124283,0,0,295,7.2292,186,0,160.8099173553719
919,919,3,0,630,1,18.5,0,0,277,7.2292,186,0,58.0
920,920,3,0,632,1,29.8811345124283,0,0,85,7.75,186,1,160.8099173553719
921,921,3,0,634,1,29.8811345124283,0,0,368,7.25,186,2,160.8099173553719
922,922,3,1,636,0,29.8811345124283,0,0,704,7.75,186,1,160.8099173553719
923,923,3,1,637,0,29.8811345124283,0,0,101,7.75,186,1,160.8099173553719
924,924,3,0,638,1,34.5,0,0,376,7.8292,186,1,70.0
925,925,3,0,638,1,44.0,0,0,585,8.05,186,2,160.8099173553719
926,926,3,1,640,1,29.8811345124283,0,0,625,7.75,186,1,160.8099173553719
927,927,3,0,644,1,29.8811345124283,1,0,254,14.4542,186,0,160.8099173553719
928,928,3,0,645,0,29.8811345124283,1,0,254,14.4542,186,0,160.8099173553719
929,929,3,0,646,1,29.8811345124283,1,0,609,7.75,186,1,160.8099173553719
930,930,3,0,647,1,29.8811345124283,1,0,611,7.75,186,1,160.8099173553719
931,931,3,0,648,1,29.8811345124283,0,0,621,7.7375,186,1,160.8099173553719
932,932,3,0,651,0,22.0,2,0,364,8.6625,186,2,160.8099173553719
933,933,3,0,652,1,26.0,2,0,363,8.6625,186,2,160.8099173553719
934,934,3,1,653,0,4.0,0,2,365,22.025,186,2,160.8099173553719
935,935,3,1,654,1,29.0,3,1,365,22.025,186,2,160.8099173553719
936,936,3,1,655,0,26.0,1,1,365,22.025,186,2,160.8099173553719
937,937,3,0,658,0,1.0,1,1,565,12.1833,186,2,160.8099173553719
938,938,3,0,659,1,18.0,1,1,564,7.8542,186,2,160.8099173553719
939,939,3,0,660,0,36.0,0,2,565,12.1833,186,2,160.8099173553719
940,940,3,0,662,1,29.8811345124283,0,0,536,7.8958,186,0,160.8099173553719
941,941,3,1,663,1,25.0,0,0,248,7.2292,176,0,160.8099173553719
942,942,3,0,666,1,29.8811345124283,0,0,232,7.225,186,0,160.8099173553719
943,943,3,0,669,0,37.0,0,0,673,9.5875,186,2,160.8099173553719
944,944,3,0,670,1,29.8811345124283,0,0,500,7.8958,186,2,160.8099173553719
945,945,3,1,671,1,29.8811345124283,0,0,104,56.4958,186,2,160.8099173553719
946,946,3,0,672,1,29.8811345124283,0,0,104,56.4958,186,2,160.8099173553719
947,947,3,1,674,0,22.0,0,0,746,7.25,186,2,160.8099173553719
948,948,3,0,675,1,29.8811345124283,0,0,700,7.75,186,1,160.8099173553719
949,949,3,1,676,1,26.0,0,0,104,56.4958,186,2,160.8099173553719
950,950,3,0,681,1,29.0,0,0,694,9.4833,186,2,160.8099173553719
951,951,3,0,682,1,29.0,0,0,444,7.775,186,2,160.8099173553719
952,952,3,0,683,1,22.0,0,0,442,7.775,186,2,160.8099173553719
953,953,3,1,686,1,22.0,0,0,228,7.225,186,0,160.8099173553719
954,954,3,0,687,1,29.8811345124283,3,1,671,25.4667,186,2,160.8099173553719
955,955,3,0,688,0,29.8811345124283,3,1,671,25.4667,186,2,160.8099173553719
956,956,3,0,689,0,29.8811345124283,3,1,671,25.4667,186,2,160.8099173553719
957,957,3,0,690,0,29.8811345124283,3,1,671,25.4667,186,2,160.8099173553719
958,958,3,0,691,0,29.8811345124283,0,4,671,25.4667,186,2,160.8099173553719
959,959,3,0,693,1,32.0,0,0,908,7.925,186,2,160.8099173553719
960,960,3,0,695,1,34.5,0,0,278,6.4375,186,0,196.0
961,961,3,0,697,0,29.8811345124283,1,0,637,15.5,186,1,160.8099173553719
962,962,3,0,698,1,29.8811345124283,1,0,637,15.5,186,1,160.8099173553719
963,963,3,0,699,1,36.0,0,0,787,0.0,186,2,160.8099173553719
964,964,3,0,700,1,39.0,0,0,714,24.15,186,2,160.8099173553719
965,965,3,0,705,1,24.0,0,0,432,9.5,186,2,160.8099173553719
966,966,3,0,706,0,25.0,0,0,448,7.775,186,2,160.8099173553719
967,967,3,0,707,0,45.0,0,0,450,7.75,186,2,160.8099173553719
968,968,3,0,709,1,36.0,1,0,542,15.55,186,2,160.8099173553719
969,969,3,0,710,0,30.0,1,0,542,15.55,186,2,160.8099173553719
970,970,3,1,711,1,20.0,1,0,903,7.925,186,2,160.8099173553719
971,971,3,0,713,1,29.8811345124283,0,0,388,7.8792,186,1,160.8099173553719
972,972,3,0,716,1,28.0,0,0,104,56.4958,186,2,160.8099173553719
973,973,3,0,718,1,29.8811345124283,0,0,843,7.55,186,2,160.8099173553719
974,974,3,0,719,1,30.0,1,0,734,16.1,186,2,160.8099173553719
975,975,3,0,720,0,26.0,1,0,734,16.1,186,2,160.8099173553719
976,976,3,0,721,1,29.8811345124283,0,0,83,7.8792,186,2,153.0
977,977,3,0,727,1,20.5,0,0,722,7.25,186,2,160.8099173553719
978,978,3,1,728,1,27.0,0,0,362,8.6625,186,2,160.8099173553719
979,979,3,0,729,1,51.0,0,0,478,7.0542,186,2,160.8099173553719
980,980,3,1,730,0,23.0,0,0,474,7.8542,186,2,160.8099173553719
981,981,3,1,731,1,32.0,0,0,563,7.5792,186,2,160.8099173553719
982,982,3,0,733,1,29.8811345124283,0,0,518,7.8958,186,2,160.8099173553719
983,983,3,0,734,1,29.8811345124283,0,0,770,7.55,186,2,160.8099173553719
984,984,3,1,736,0,29.8811345124283,0,0,636,7.75,186,1,160.8099173553719
985,985,3,1,738,1,24.0,0,0,742,7.1417,186,2,160.8099173553719
986,986,3,0,739,1,22.0,0,0,901,7.125,186,2,160.8099173553719
987,987,3,0,741,0,29.8811345124283,0,0,380,7.8792,186,1,160.8099173553719
988,988,3,0,742,1,29.8811345124283,0,0,740,7.75,186,1,160.8099173553719
989,989,3,0,744,1,29.8811345124283,0,0,737,8.05,186,2,160.8099173553719
990,990,3,0,745,1,29.0,0,0,897,7.925,186,2,160.8099173553719
991,991,3,1,750,1,29.8811345124283,0,0,272,7.2292,186,0,160.8099173553719
992,992,3,0,751,0,30.5,0,0,597,7.75,186,1,61.0
993,993,3,1,753,0,29.8811345124283,0,0,622,7.7375,186,1,160.8099173553719
994,994,3,0,754,1,29.8811345124283,0,0,249,7.2292,175,0,160.8099173553719
995,995,3,0,756,1,35.0,0,0,496,7.8958,186,0,160.8099173553719
996,996,3,0,757,1,33.0,0,0,540,7.8958,186,2,160.8099173553719
997,997,3,1,760,0,29.8811345124283,0,0,243,7.225,186,0,160.8099173553719
998,998,3,0,761,1,29.8811345124283,0,0,538,7.8958,186,0,160.8099173553719
999,999,3,1,766,0,29.8811345124283,0,0,662,7.75,186,1,160.8099173553719
1000,1000,3,1,768,1,29.8811345124283,0,0,610,7.75,186,1,160.8099173553719
1001,1001,3,1,769,0,29.8811345124283,2,0,608,23.25,186,1,160.8099173553719
1002,1002,3,1,770,0,29.8811345124283,2,0,608,23.25,186,1,160.8099173553719
1003,1003,3,1,771,1,29.8811345124283,2,0,608,23.25,186,1,160.8099173553719
1004,1004,3,1,774,0,29.8811345124283,0,0,382,7.7875,186,1,160.8099173553719
1005,1005,3,0,775,1,29.8811345124283,0,0,606,15.5,186,1,160.8099173553719
1006,1006,3,1,777,0,29.8811345124283,0,0,381,7.8792,186,1,160.8099173553719
1007,1007,3,1,778,0,15.0,0,0,379,8.0292,186,1,160.8099173553719
1008,1008,3,0,779,0,35.0,0,0,703,7.75,186,1,160.8099173553719
1009,1009,3,0,781,1,29.8811345124283,0,0,638,7.75,186,1,160.8099173553719
1010,1010,3,0,782,1,24.0,1,0,655,16.1,186,2,160.8099173553719
1011,1011,3,0,783,0,19.0,1,0,655,16.1,186,2,53.0
1012,1012,3,0,784,0,29.8811345124283,0,0,634,7.75,186,1,160.8099173553719
1013,1013,3,0,785,0,29.8811345124283,0,0,885,8.05,186,2,160.8099173553719
1014,1014,3,0,786,0,29.8811345124283,0,0,408,8.05,186,2,160.8099173553719
1015,1015,3,0,790,1,55.5,0,0,709,8.05,186,2,201.0
1016,1016,3,0,791,1,29.8811345124283,0,0,624,7.75,186,1,160.8099173553719
1017,1017,3,1,795,1,21.0,0,0,415,7.775,186,2,160.8099173553719
1018,1018,3,0,796,1,29.8811345124283,0,0,578,8.05,186,2,160.8099173553719
1019,1019,3,0,802,1,24.0,0,0,516,7.8958,186,2,160.8099173553719
1020,1020,3,0,803,1,21.0,0,0,494,7.8958,186,2,160.8099173553719
1021,1021,3,0,804,1,28.0,0,0,490,7.8958,186,2,160.8099173553719
1022,1022,3,0,806,1,29.8811345124283,0,0,504,7.8958,186,2,160.8099173553719
1023,1023,3,1,808,0,29.8811345124283,0,0,391,7.8792,186,1,160.8099173553719
1024,1024,3,0,809,1,25.0,0,0,481,7.65,179,2,309.0
1025,1025,3,1,812,1,6.0,0,1,669,12.475,150,2,160.8099173553719
1026,1026,3,1,813,0,27.0,0,1,669,12.475,150,2,160.8099173553719
1027,1027,3,0,815,1,29.8811345124283,0,0,738,8.05,186,2,160.8099173553719
1028,1028,3,1,816,0,29.8811345124283,1,0,646,24.15,186,1,160.8099173553719
1029,1029,3,0,817,1,29.8811345124283,1,0,646,24.15,186,1,160.8099173553719
1030,1030,3,0,818,1,29.8811345124283,0,0,373,8.4583,186,1,160.8099173553719
1031,1031,3,0,821,1,34.0,0,0,590,8.05,186,2,160.8099173553719
1032,1032,3,0,822,1,29.8811345124283,0,0,648,7.75,186,1,160.8099173553719
1033,1033,3,1,823,1,29.8811345124283,0,0,341,7.775,186,2,160.8099173553719
1034,1034,3,1,824,1,29.8811345124283,1,1,255,15.2458,186,0,160.8099173553719
1035,1035,3,1,825,1,29.8811345124283,1,1,255,15.2458,186,0,160.8099173553719
1036,1036,3,1,826,0,29.8811345124283,0,2,255,15.2458,186,0,160.8099173553719
1037,1037,3,1,827,0,29.8811345124283,0,0,234,7.2292,186,0,160.8099173553719
1038,1038,3,0,828,1,29.8811345124283,0,0,650,8.05,186,2,160.8099173553719
1039,1039,3,1,830,0,29.8811345124283,0,0,576,7.7333,186,1,160.8099173553719
1040,1040,3,1,831,0,24.0,0,0,660,7.75,186,1,160.8099173553719
1041,1041,3,0,832,1,29.8811345124283,0,0,707,8.05,186,2,160.8099173553719
1042,1042,3,1,833,0,29.8811345124283,1,0,612,15.5,186,1,160.8099173553719
1043,1043,3,1,834,0,29.8811345124283,1,0,612,15.5,186,1,160.8099173553719
1044,1044,3,1,835,0,29.8811345124283,0,0,606,15.5,186,1,160.8099173553719
1045,1045,3,0,836,1,18.0,0,0,455,7.75,186,2,160.8099173553719
1046,1046,3,0,838,1,22.0,0,0,489,7.8958,186,2,160.8099173553719
1047,1047,3,1,839,0,15.0,0,0,261,7.225,186,0,160.8099173553719
1048,1048,3,1,840,0,1.0,0,2,247,15.7417,186,0,160.8099173553719
1049,1049,3,1,841,1,20.0,1,1,247,15.7417,186,0,160.8099173553719
1050,1050,3,1,842,0,19.0,1,1,247,15.7417,186,0,160.8099173553719
1051,1051,3,0,843,1,33.0,0,0,708,8.05,186,2,160.8099173553719
1052,1052,3,0,844,1,29.8811345124283,0,0,501,7.8958,186,2,160.8099173553719
1053,1053,3,0,845,1,29.8811345124283,0,0,246,7.2292,186,0,160.8099173553719
1054,1054,3,0,849,0,29.8811345124283,0,0,605,7.75,186,1,160.8099173553719
1055,1055,3,0,853,1,29.8811345124283,0,0,517,7.8958,186,2,160.8099173553719
1056,1056,3,1,861,1,12.0,1,0,245,11.2417,186,0,160.8099173553719
1057,1057,3,1,862,0,14.0,1,0,245,11.2417,186,0,160.8099173553719
1058,1058,3,0,863,0,29.0,0,0,337,7.925,186,2,160.8099173553719
1059,1059,3,0,864,1,28.0,0,0,586,8.05,186,2,160.8099173553719
1060,1060,3,1,865,0,18.0,0,0,443,7.775,186,2,160.8099173553719
1061,1061,3,1,866,0,26.0,0,0,475,7.8542,186,2,160.8099173553719
1062,1062,3,0,867,1,21.0,0,0,570,7.8542,186,2,160.8099173553719
1063,1063,3,0,868,1,41.0,0,0,886,7.125,186,2,160.8099173553719
1064,1064,3,1,869,1,39.0,0,0,906,7.925,186,2,160.8099173553719
1065,1065,3,0,871,1,21.0,0,0,718,7.8,186,2,160.8099173553719
1066,1066,3,0,873,1,28.5,0,0,292,7.2292,186,0,181.0
1067,1067,3,1,875,0,22.0,0,0,458,7.75,186,2,160.8099173553719
1068,1068,3,0,876,1,61.0,0,0,413,6.2375,186,2,160.8099173553719
1069,1069,3,0,877,1,29.8811345124283,1,0,633,15.5,186,1,160.8099173553719
1070,1070,3,0,878,1,29.8811345124283,0,0,390,7.8292,186,1,160.8099173553719
1071,1071,3,1,879,0,29.8811345124283,1,0,633,15.5,186,1,160.8099173553719
1072,1072,3,0,880,1,29.8811345124283,0,0,392,7.7333,186,1,160.8099173553719
1073,1073,3,0,881,1,29.8811345124283,0,0,644,7.75,186,1,160.8099173553719
